CustomerID,Recency,Frequency,Monetary,Cluster
13381,31,172,3639.31,Promising Customer
13382,280,15,222.99,Hibernating
13384,30,152,4151.93,Promising Customer
13385,329,35,534.57,Needs Attention
13388,131,35,677.1,At Risk
13389,11,51,797.96,Champions
13390,74,13,544.08,Can't Lose Them
13391,203,1,59.8,Hibernating
13394,1,155,2520.02,Champions
13395,185,21,307.72,Needs Attention
13396,29,43,1360.99,Promising Customer
13397,72,38,1544.13,At Risk
13398,192,26,457.34,Needs Attention
13402,127,39,621.23,At Risk
13403,17,3,75.0,Hibernating
13404,1,11,252.49,Champions
13405,74,27,572.451,At Risk
13408,1,478,28117.04,Champions
13410,24,28,1003.06,Promising Customer
13411,107,18,213.55,Needs Attention
13414,133,24,1390.5,Can't Lose Them
13416,43,19,712.5,At Risk
13417,4,28,640.83,Champions
13418,11,304,6127.43,Champions
13419,63,16,221.06,Needs Attention
13420,149,8,159.85,Hibernating
13421,40,102,1833.71,Promising Customer
13422,64,127,2626.3,Promising Customer
13425,108,78,1624.21,At Risk
13426,0,157,3641.32,Champions
13427,19,29,582.6,Promising Customer
13428,10,71,201.78,Potential Customer
13429,10,67,1006.8,Champions
13430,18,49,679.45,Promising Customer
13431,67,46,1269.1,At Risk
13434,74,10,534.24,Can't Lose Them
13435,5,101,3809.8900000000003,Champions
13436,1,12,196.89,Champions
13437,14,167,3408.06,Champions
13439,255,54,283.71,About to Sleep
13441,91,13,296.64,Needs Attention
13447,23,59,1129.14,Promising Customer
13448,16,194,3534.69,Champions
13449,23,19,291.88,At Risk
13450,26,71,2043.7199999999998,Promising Customer
13451,26,433,2898.2599999999998,Promising Customer
13452,259,2,590.0,Can't Lose Them
13453,165,17,356.97999999999996,Needs Attention
13455,24,46,1058.34,Promising Customer
13456,17,63,1766.72,Champions
13458,7,382,9646.57,Champions
13460,29,17,183.44,About to Sleep
13461,38,27,1445.0,Loyal Customer
13462,252,9,151.5,Hibernating
13464,58,41,674.68,At Risk
13466,184,17,307.9,Needs Attention
13467,10,98,1071.91,Champions
13468,1,302,5704.97,Champions
13470,99,10,165.0,Hibernating
13471,1,254,2501.84,Champions
13473,60,21,422.64,At Risk
13474,236,62,226.84,About to Sleep
13475,191,86,1431.78,At Risk
13476,178,58,1238.47,At Risk
13477,37,79,1454.58,Promising Customer
13479,200,15,300.95,Needs Attention
13481,45,109,1804.56,Promising Customer
13482,232,11,184.64,Hibernating
13483,65,10,140.34,Hibernating
13484,241,8,313.8,Hibernating
13485,233,23,454.24,Needs Attention
13486,78,69,1122.41,At Risk
13487,57,34,575.4,At Risk
13488,17,422,8968.31,Champions
13489,105,14,449.52,Needs Attention
13491,51,86,1215.82,Promising Customer
13492,136,50,1269.84,At Risk
13493,275,8,618.63,Needs Attention
13494,311,18,316.26000000000005,Needs Attention
13495,7,48,2044.8700000000001,Champions
13496,10,35,653.33,Champions
13497,282,19,348.05,Needs Attention
13499,17,42,1159.11,Promising Customer
13500,23,65,1166.77,Promising Customer
13501,288,52,1340.32,At Risk
13502,16,18,292.0,At Risk
13503,71,17,216.85,Needs Attention
13504,64,22,295.93,About to Sleep
13505,72,215,4393.63,Promising Customer
13506,316,26,458.52,Needs Attention
13507,3,162,2479.16,Champions
13508,243,12,110.97,Hibernating
13509,8,44,979.72,Champions
13510,1,115,1791.56,Champions
13512,260,15,251.21,Hibernating
13513,126,10,205.1,Hibernating
13514,73,4,152.20000000000002,Hibernating
13515,72,59,891.12,At Risk
13516,21,44,1389.41,Promising Customer
13517,59,141,2128.42,Promising Customer
13518,85,36,627.16,At Risk
13519,78,8,122.75,Hibernating
13520,58,93,3624.35,Promising Customer
13521,1,418,1071.73,Potential Customer
13522,30,5,125.80000000000001,Hibernating
13523,33,172,3964.88,Promising Customer
13524,40,27,680.1800000000001,At Risk
13525,14,6,628.78,Loyal Customer
13527,33,217,2242.36,Promising Customer
13529,78,15,307.76,Needs Attention
13531,205,22,483.8,Needs Attention
13532,33,66,210.31,Needs Awareness
13533,182,75,269.09,About to Sleep
13534,2,296,5870.08,Champions
13536,1,178,3444.39,Champions
13538,43,25,1280.85,Loyal Customer
13539,85,37,631.34,At Risk
13544,39,78,276.06,Needs Awareness
13546,12,97,621.09,Potential Customer
13548,96,123,678.16,Needs Awareness
13549,25,51,918.2,Promising Customer
13551,319,4,91.80000000000001,Hibernating
13552,66,109,3740.07,Promising Customer
13555,73,135,4098.88,Promising Customer
13557,28,34,584.06,Promising Customer
13558,5,169,594.52,Potential Customer
13560,7,32,171.42000000000002,Potential Customer
13561,215,14,141.85999999999999,Hibernating
13562,81,82,1799.33,At Risk
13563,84,49,777.53,At Risk
13564,144,81,1724.67,At Risk
13565,19,38,240.22,Needs Awareness
13566,40,169,856.84,Potential Customer
13568,173,43,187.05,About to Sleep
13569,17,79,338.62,Potential Customer
13570,243,27,239.49,About to Sleep
13571,12,340,2088.94,Champions
13572,205,33,1384.25,At Risk
13573,50,25,290.25,About to Sleep
13575,23,46,732.0699999999999,Promising Customer
13576,10,126,6717.34,Champions
13577,25,83,1687.6000000000001,Promising Customer
13579,14,23,467.04,Promising Customer
13581,309,10,118.0,Hibernating
13583,155,53,781.03,At Risk
13584,306,24,142.4,Hibernating
13587,63,8,712.4,Can't Lose Them
13588,15,174,2478.95,Champions
13589,14,21,379.65,Promising Customer
13590,11,87,1981.92,Champions
13591,64,58,1117.13,At Risk
13592,35,16,247.95999999999998,Needs Attention
13593,108,127,2011.88,Promising Customer
13594,52,26,396.97,At Risk
13596,5,146,664.11,Potential Customer
13598,47,35,160.04,About to Sleep
13599,1,246,5149.92,Champions
13600,312,19,219.52,Hibernating
13601,45,99,693.32,Needs Awareness
13602,64,23,428.89,At Risk
13603,26,27,164.34,Needs Awareness
13606,29,40,276.75,Needs Awareness
13607,40,97,675.51,Promising Customer
13610,12,215,1082.33,Potential Customer
13611,89,72,1154.4,At Risk
13614,24,195,1585.46,Promising Customer
13615,318,23,417.69,Needs Attention
13617,40,44,544.18,At Risk
13618,173,13,177.34,Hibernating
13621,116,19,213.85,Needs Attention
13623,30,78,727.74,Promising Customer
13626,252,19,257.23,Needs Attention
13627,59,92,1638.47,Promising Customer
13629,23,59,7792.36,Loyal Customer
13630,5,71,2031.78,Champions
13631,99,11,3070.42,Can't Lose Them
13632,24,145,2118.93,Promising Customer
13634,33,186,1547.3600000000001,Promising Customer
13635,67,62,1071.03,At Risk
13636,36,63,949.12,Promising Customer
13637,52,99,804.3,Promising Customer
13638,15,8,122.64,About to Sleep
13639,74,40,1033.34,At Risk
13642,215,57,312.28,About to Sleep
13643,31,28,519.44,At Risk
13644,16,146,2624.26,Champions
13645,120,5,252.1,Hibernating
13647,9,78,1648.1200000000001,Champions
13649,256,23,346.6,Needs Attention
13650,16,96,1836.34,Champions
13651,35,6,94.2,Hibernating
13652,45,63,1095.08,Promising Customer
13654,43,166,2707.33,Promising Customer
13655,114,56,932.97,At Risk
13656,164,49,379.65,About to Sleep
13657,10,16,382.14,Promising Customer
13658,9,108,2639.17,Champions
13659,205,103,1563.0,At Risk
13662,85,52,881.26,At Risk
13663,179,13,189.47,Hibernating
13666,60,12,84.65,Hibernating
13667,149,83,299.05,Needs Awareness
13668,2,463,6309.83,Champions
13669,50,9,218.55,Needs Attention
13670,75,25,349.7,Needs Attention
13672,301,6,186.39000000000001,Hibernating
13673,18,60,387.44,Potential Customer
13675,151,25,486.82000000000005,Needs Attention
13678,151,16,232.6,Needs Attention
13680,1,194,3719.12,Champions
13681,17,57,827.83,Promising Customer
13682,187,3,59.5,Hibernating
13684,285,29,65.13,About to Sleep
13685,2,39,3119.44,Champions
13686,182,8,72.0,Hibernating
13689,63,6,910.0,Can't Lose Them
13690,59,9,172.25,Hibernating
13692,24,53,1488.32,Promising Customer
13694,3,568,65039.62,Champions
13695,31,90,2504.13,Promising Customer
13697,38,12,151.29999999999998,About to Sleep
13699,155,14,308.58000000000004,Needs Attention
13700,26,194,2248.63,Promising Customer
13703,318,1,99.5,Hibernating
13704,5,134,2308.06,Champions
13705,7,28,711.86,Champions
13706,302,20,330.79,Needs Attention
13707,267,48,806.41,At Risk
13708,271,49,285.33,About to Sleep
13709,3,335,6307.650000000001,Champions
13710,31,8,180.48,Needs Attention
13711,218,13,252.06,Hibernating
13712,246,10,228.84,Hibernating
13715,281,104,1077.39,At Risk
13716,269,21,138.28,Hibernating
13717,32,102,1445.01,Promising Customer
13718,246,12,306.55,Hibernating
13719,15,60,1041.68,Champions
13720,116,43,799.9,At Risk
13721,36,28,524.14,At Risk
13722,131,85,2375.41,At Risk
13723,217,6,199.85000000000002,Hibernating
13725,49,104,1980.56,Promising Customer
13726,38,42,1079.6599999999999,Promising Customer
13727,28,20,333.48,At Risk
13728,36,63,1016.14,Promising Customer
13730,135,43,752.6,At Risk
13731,219,38,610.59,Needs Attention
13732,28,33,491.86,Promising Customer
13735,24,195,2883.54,Promising Customer
13736,5,190,729.8,Potential Customer
13737,200,30,339.59999999999997,About to Sleep
13739,18,3,216.9,Can't Lose Them
13740,240,23,350.75,Needs Attention
13741,71,34,668.4300000000001,At Risk
13742,16,313,3107.87,Champions
13743,2,41,1341.6,Champions
13744,95,63,1080.52,At Risk
13745,162,25,300.04,Needs Attention
13747,373,1,79.6,Hibernating
13748,95,28,948.25,At Risk
13750,53,24,1647.26,Loyal Customer
13751,288,9,296.25,Hibernating
13752,124,75,1175.38,At Risk
13753,287,35,741.26,Needs Attention
13754,151,12,282.59999999999997,Needs Attention
13755,3,321,2108.06,Champions
13756,2,142,5189.52,Champions
13758,11,117,3190.55,Champions
13759,33,25,659.4100000000001,At Risk
13760,54,57,286.79,Needs Awareness
13761,50,70,1070.65,Promising Customer
13762,218,7,306.72,Hibernating
13763,63,15,1714.96,Can't Lose Them
13764,70,207,1519.42,Promising Customer
13767,2,368,17220.36,Champions
13769,2,135,2796.51,Champions
13771,64,119,2634.45,Promising Customer
13772,33,173,1122.63,Promising Customer
13774,81,22,345.0,Needs Attention
13777,0,197,25977.16,Champions
13778,103,9,178.7,Hibernating
13780,7,57,360.01,Potential Customer
13781,250,17,127.84,Hibernating
13782,12,113,908.86,Potential Customer
13784,9,31,2462.79,Loyal Customer
13786,367,7,230.39999999999998,Hibernating
13787,75,31,309.04,About to Sleep
13790,4,45,348.8,Potential Customer
13791,127,11,1516.0,Can't Lose Them
13792,66,13,195.55,Needs Attention
13798,1,349,37153.85,Champions
13799,116,39,688.86,At Risk
13800,309,33,558.32,Needs Attention
13801,66,23,324.8,Needs Attention
13802,138,60,4599.42,At Risk
13803,255,17,277.07,Needs Attention
13804,30,135,2588.39,Promising Customer
13805,52,13,924.6,Can't Lose Them
13806,63,10,256.38,Needs Attention
13807,367,7,112.6,Hibernating
13808,5,76,1747.66,Champions
13809,305,12,155.05,Hibernating
13810,28,35,1499.01,Promising Customer
13811,183,13,814.5,Can't Lose Them
13812,42,36,539.0,At Risk
13813,39,69,1366.8600000000001,Promising Customer
13814,92,57,1579.12,At Risk
13815,22,176,4027.36,Champions
13816,23,28,571.6700000000001,Promising Customer
13817,29,24,382.98,At Risk
13819,301,36,1140.35,At Risk
13821,144,59,385.64,About to Sleep
13822,5,96,632.0,Potential Customer
13823,18,40,957.66,Promising Customer
13824,32,46,1698.94,Promising Customer
13826,176,10,189.5,Hibernating
13827,57,92,409.8,Needs Awareness
13828,22,15,209.49,At Risk
13831,16,72,2198.45,Champions
13832,19,3,52.199999999999996,Hibernating
13833,159,28,383.85,Needs Attention
13835,25,55,834.57,Promising Customer
13837,211,18,266.59000000000003,Needs Attention
13838,5,165,674.82,Potential Customer
13841,252,1,85.0,Hibernating
13842,58,206,3385.62,Promising Customer
13844,11,20,361.62,Promising Customer
13845,64,9,312.98,Needs Attention
13846,24,55,865.0600000000001,Promising Customer
13848,92,5,1255.0,Can't Lose Them
13849,51,101,1537.95,Promising Customer
13850,129,93,1595.48,At Risk
13851,95,81,2651.46,At Risk
13853,57,23,1090.14,At Risk
13854,8,110,8109.5199999999995,Champions
13856,168,14,388.5,Needs Attention
13858,57,11,216.17,Needs Attention
13859,326,28,201.16,About to Sleep
13860,1,76,1245.9,Champions
13862,18,139,2209.36,Champions
13863,247,20,305.78,Needs Attention
13865,58,30,501.56,At Risk
13866,74,7,145.67000000000002,Hibernating
13867,31,60,1005.09,Promising Customer
13868,7,33,3192.54,Loyal Customer
13869,123,304,3083.65,Promising Customer
13870,2,115,2770.94,Champions
13871,22,336,6403.25,Champions
13873,119,23,389.6,Needs Attention
13874,358,18,540.45,Needs Attention
13875,53,104,1786.79,Promising Customer
13876,63,7,122.7,Hibernating
13877,86,3,117.24,Hibernating
13878,54,35,1271.57,At Risk
13880,21,165,3219.77,Champions
13881,3,178,17159.52,Champions
13882,2,65,1191.13,Champions
13883,10,142,2674.48,Champions
13884,7,59,787.6,Champions
13885,189,28,506.8,Needs Attention
13886,71,16,243.56,Needs Attention
13887,204,19,349.55,Needs Attention
13888,119,39,595.67,At Risk
13889,92,15,416.90000000000003,Needs Attention
13890,1,110,1883.8100000000002,Champions
13892,26,27,632.97,Promising Customer
13893,297,21,821.1,Needs Attention
13894,23,27,564.62,Promising Customer
13895,28,118,2593.07,Promising Customer
13897,50,17,311.16,Needs Attention
13898,325,12,155.93,Hibernating
13899,16,19,388.52,Promising Customer
13900,183,43,740.95,At Risk
13901,72,149,2867.2,Promising Customer
13904,37,26,332.64,At Risk
13908,79,122,2369.55,Promising Customer
13911,57,148,2580.91,Promising Customer
13914,11,33,626.45,Promising Customer
13917,49,18,272.04,Needs Attention
13918,49,30,1212.8400000000001,At Risk
13919,59,28,384.81,At Risk
13922,351,7,172.25,Hibernating
13923,53,20,351.13,At Risk
13924,1,117,1838.8500000000001,Champions
13925,92,41,678.25,At Risk
13926,23,11,223.85000000000002,Needs Attention
13927,74,21,348.99,Needs Attention
13928,10,27,464.57,Promising Customer
13929,169,9,842.65,Can't Lose Them
13930,57,17,337.34,Needs Attention
13931,95,58,1237.53,At Risk
13932,294,16,307.4,Needs Attention
13933,109,23,608.7900000000001,Needs Attention
13934,263,31,922.1,Needs Attention
13936,179,26,376.58,Needs Attention
13937,169,9,158.85,Hibernating
13938,35,7,71.66,Hibernating
13939,23,45,568.55,Promising Customer
13940,17,49,839.14,Promising Customer
13941,21,45,5112.96,Loyal Customer
13946,79,11,561.5699999999999,Can't Lose Them
13947,65,5,90.6,Hibernating
13948,360,3,102.0,Hibernating
13949,2,160,2427.32,Champions
13950,11,35,745.06,Champions
13951,176,39,674.45,At Risk
13952,217,137,3251.071,At Risk
13953,7,20,3515.68,Loyal Customer
13954,1,25,439.92,Champions
13955,154,33,322.96,About to Sleep
13956,5,147,1019.27,Champions
13959,79,90,594.04,Needs Awareness
13960,21,12,230.22,At Risk
13962,21,11,169.55,Needs Attention
13963,308,35,664.54,Needs Attention
13967,145,2,80.7,Hibernating
13969,7,619,9024.17,Champions
13971,18,149,2758.26,Champions
13972,70,15,190.25,Needs Attention
13973,287,11,264.7,Hibernating
13974,49,28,413.59000000000003,At Risk
13975,31,329,2461.2400000000002,Promising Customer
13976,206,10,357.98,Needs Attention
13978,14,15,196.79000000000002,Needs Awareness
13979,73,54,869.87,At Risk
13980,60,11,200.14,Needs Attention
13982,39,111,1871.81,Promising Customer
13983,29,107,2603.43,Promising Customer
13984,26,16,920.51,Loyal Customer
13985,4,349,7060.13,Champions
13986,17,13,320.46,At Risk
13988,19,234,4147.96,Champions
13989,65,41,1266.08,At Risk
13990,213,16,311.3,Needs Attention
13991,12,82,852.88,Champions
13992,30,5,76.8,Hibernating
13993,42,121,3466.36,Promising Customer
13994,3,148,2274.14,Champions
13995,15,86,1393.69,Champions
13999,10,208,3901.81,Champions
14000,211,15,635.66,Needs Attention
14001,45,39,2043.0800000000002,Promising Customer
14002,134,47,529.73,At Risk
14004,43,171,4582.64,Promising Customer
14005,9,84,2874.72,Champions
14006,115,30,962.19,At Risk
14009,198,42,695.61,At Risk
14012,277,11,328.8,Hibernating
14013,110,34,473.02,At Risk
14014,77,39,505.18,At Risk
14015,52,20,917.34,At Risk
14016,161,161,4341.21,Promising Customer
14019,46,66,1421.61,Promising Customer
14020,16,39,642.8,Promising Customer
14021,155,22,631.9,Needs Attention
14022,225,28,440.0,Needs Attention
14023,7,31,584.07,Champions
14024,121,16,327.7,Needs Attention
14027,60,6,104.82,Hibernating
14029,63,15,467.66,Can't Lose Them
14030,18,242,2358.84,Champions
14031,7,250,17286.86,Champions
14032,2,143,2975.59,Champions
14034,22,86,648.89,Potential Customer
14035,28,66,1428.02,Promising Customer
14036,284,38,626.65,Needs Attention
14037,176,28,147.20000000000002,About to Sleep
14038,78,92,1560.38,Promising Customer
14039,33,6,152.2,Hibernating
14040,40,229,3560.32,Promising Customer
14041,266,21,141.41,Hibernating
14044,26,206,646.42,Potential Customer
14045,109,6,1659.75,Can't Lose Them
14046,284,14,154.99,Hibernating
14047,8,32,1308.6100000000001,Champions
14048,305,85,409.93,About to Sleep
14049,16,478,5578.72,Champions
14050,31,54,746.36,Promising Customer
14051,0,210,15610.390000000001,Champions
14052,19,56,225.36,Needs Awareness
14053,124,4,260.25,Hibernating
14054,65,6,92.46,Hibernating
14055,106,10,725.6400000000001,Can't Lose Them
14056,1,1088,8152.71,Champions
14057,23,283,6211.66,Champions
14059,266,8,183.6,Hibernating
14060,4,202,6140.42,Champions
14062,9,111,10464.85,Champions
14064,29,77,1334.34,Promising Customer
14066,266,7,152.55,Hibernating
14067,63,52,374.7,Needs Awareness
14068,320,24,265.85,Needs Attention
14071,3,323,1437.57,Champions
14073,32,13,151.04,About to Sleep
14075,4,43,942.26,Champions
14076,129,44,118.67,About to Sleep
14077,40,42,499.41999999999996,At Risk
14078,101,65,1049.37,At Risk
14079,124,12,375.1,Needs Attention
14080,32,4,45.599999999999994,Hibernating
14081,302,150,921.62,Needs Awareness
14082,364,29,182.25,About to Sleep
14083,4,177,1002.9,Potential Customer
14085,2,448,4421.29,Champions
14087,2,68,191.47,Potential Customer
14088,10,589,50491.81,Champions
14089,56,13,158.75,Needs Attention
14090,324,1,76.32000000000001,Hibernating
14092,7,214,4076.91,Champions
14093,12,100,433.86,Potential Customer
14096,4,5111,65164.79,Champions
14098,36,21,147.35,About to Sleep
14099,16,250,3104.17,Champions
14100,137,25,191.95000000000002,About to Sleep
14101,73,35,5976.79,Loyal Customer
14102,5,58,1105.8799999999999,Champions
14104,154,21,216.20999999999998,Needs Attention
14105,239,74,1266.23,At Risk
14107,51,123,2703.23,Promising Customer
14108,30,34,597.91,Promising Customer
14109,72,9,144.2,Hibernating
14110,3,155,5683.15,Champions
14111,14,10,692.85,Loyal Customer
14112,22,160,2915.15,Champions
14113,3,34,1840.42,Champions
14114,273,15,386.53,Needs Attention
14116,19,72,1382.74,Promising Customer
14117,143,3,90.0,Hibernating
14121,3,159,2780.15,Champions
14124,84,5,419.58000000000004,Can't Lose Them
14125,10,166,2720.63,Champions
14126,7,15,706.1300000000001,Loyal Customer
14127,122,44,709.71,At Risk
14128,60,46,637.5,At Risk
14129,1,52,1123.8600000000001,Champions
14130,319,66,480.91,About to Sleep
14132,2,200,3586.0299999999997,Champions
14133,129,28,605.64,At Risk
14135,1,134,4690.31,Champions
14138,1,46,965.8800000000001,Champions
14139,46,26,415.82,At Risk
14140,3,66,935.05,Champions
14141,2,40,915.13,Champions
14142,373,22,311.81,Needs Attention
14143,133,7,115.8,Hibernating
14145,46,11,3742.2,Loyal Customer
14146,8,210,4191.0,Champions
14147,78,5,483.4,Can't Lose Them
14148,233,3,157.2,Hibernating
14149,220,28,446.62,Needs Attention
14150,35,26,658.64,At Risk
14152,75,49,621.29,At Risk
14154,239,52,1345.62,At Risk
14155,266,6,118.75,Hibernating
14156,9,1395,117210.08,Champions
14157,19,46,424.89000000000004,Promising Customer
14158,40,41,507.66,At Risk
14159,19,1175,4630.35,Champions
14161,215,104,1097.6200000000001,At Risk
14162,173,25,289.36,About to Sleep
14163,87,52,2445.91,At Risk
14164,70,29,1631.77,At Risk
14165,275,24,120.44,About to Sleep
14167,39,50,562.59,Promising Customer
14171,98,58,363.79,Needs Awareness
14173,10,29,450.84,Promising Customer
14174,33,26,134.46,About to Sleep
14175,59,149,3222.3,Promising Customer
14176,297,31,576.9000000000001,Needs Attention
14177,86,41,549.46,At Risk
14178,8,318,1600.26,Champions
14179,40,157,701.57,Potential Customer
14180,10,240,4748.52,Champions
14184,66,24,452.89,At Risk
14185,331,3,197.65,Hibernating
14188,30,65,2054.36,Promising Customer
14189,2,265,4654.08,Champions
14191,1,259,4684.76,Champions
14193,67,42,853.39,At Risk
14194,4,579,11349.52,Champions
14195,201,7,1012.0,Can't Lose Them
14196,106,6,335.52,Needs Attention
14198,18,39,701.4,Promising Customer
14199,218,2,185.39999999999998,Hibernating
14201,60,37,747.44,At Risk
14204,2,39,150.61,Potential Customer
14205,16,24,466.7,Promising Customer
14206,239,20,328.15999999999997,Needs Attention
14208,94,10,151.74,Hibernating
14209,10,87,2073.43,Champions
14210,105,102,1905.8400000000001,At Risk
14211,53,112,2241.1,Promising Customer
14212,89,9,1070.48,Can't Lose Them
14214,30,67,1004.38,Promising Customer
14215,11,108,1789.72,Champions
14216,3,59,1839.3,Champions
14217,1,100,2004.98,Champions
14218,42,12,169.48000000000002,Needs Attention
14219,4,7,89.94,Needs Awareness
14220,247,21,632.4,Needs Attention
14221,42,193,3432.8,Promising Customer
14222,177,41,683.17,At Risk
14223,92,60,991.13,At Risk
14224,110,113,1009.73,At Risk
14226,28,66,2214.79,Promising Customer
14227,26,175,3350.96,Promising Customer
14229,51,40,1547.2,Promising Customer
14231,183,50,925.71,At Risk
14232,42,115,2048.07,Promising Customer
14233,49,35,1462.72,Promising Customer
14234,22,147,754.12,Potential Customer
14235,75,79,3144.86,Promising Customer
14236,80,15,490.86,Can't Lose Them
14237,373,9,161.0,Hibernating
14238,326,8,146.85,Hibernating
14239,43,112,2380.85,Promising Customer
14240,30,42,890.34,Promising Customer
14241,183,10,213.70000000000002,Hibernating
14242,234,16,280.55,Needs Attention
14243,8,141,2588.77,Champions
14245,219,108,1693.45,At Risk
14246,110,75,1474.06,At Risk
14247,278,20,136.76999999999998,Hibernating
14248,318,8,302.58,Hibernating
14250,7,111,1904.05,Champions
14251,1,78,2879.7000000000003,Champions
14256,260,53,969.0600000000001,At Risk
14257,64,106,3099.7200000000003,Promising Customer
14258,9,111,12669.98,Champions
14259,141,5,120.0,Hibernating
14261,50,52,1163.45,Promising Customer
14262,8,143,2618.23,Champions
14264,154,17,333.97,Needs Attention
14265,109,31,530.18,At Risk
14267,162,55,1516.24,At Risk
14270,331,29,492.65000000000003,Needs Attention
14271,225,10,112.32,Hibernating
14272,73,33,437.96,At Risk
14273,51,29,559.97,At Risk
14276,98,64,1119.74,At Risk
14277,15,222,4188.0,Champions
14280,196,8,134.04,Hibernating
14282,3,154,3701.44,Champions
14284,30,32,595.25,Promising Customer
14285,21,27,1910.01,Loyal Customer
14286,23,280,4628.75,Champions
14287,8,9,176.63,At Risk
14288,213,16,426.6,Needs Attention
14289,8,47,911.26,Champions
14290,11,101,2314.65,Champions
14291,1,237,3883.25,Champions
14292,7,100,4871.93,Champions
14293,3,61,1046.56,Champions
14295,40,5,166.20000000000002,Hibernating
14297,17,62,1305.33,Champions
14298,8,1637,51527.3,Champions
14299,8,143,3965.62,Champions
14300,18,3,43.2,Hibernating
14301,117,13,640.14,Can't Lose Them
14304,222,17,383.45,Needs Attention
14305,71,105,1858.96,Promising Customer
14306,51,33,2093.32,Loyal Customer
14307,88,180,2995.72,Promising Customer
14309,8,117,2352.53,Champions
14311,242,20,310.26,Needs Attention
14312,46,87,1611.59,Promising Customer
14314,106,8,120.0,Hibernating
14315,44,101,2481.13,Promising Customer
14317,64,24,508.58000000000004,At Risk
14320,206,31,477.79,Needs Attention
14321,10,123,1530.75,Champions
14323,114,36,605.0600000000001,At Risk
14326,242,8,183.85,Hibernating
14327,163,12,311.65,Needs Attention
14329,17,258,4975.24,Champions
14331,124,28,462.65999999999997,Needs Attention
14332,22,25,840.21,Promising Customer
14333,67,15,415.2,Needs Attention
14334,16,162,2552.21,Champions
14335,16,60,454.86,Potential Customer
14336,16,90,1614.91,Champions
14338,161,31,588.22,Needs Attention
14339,242,14,309.52,Needs Attention
14340,218,6,134.7,Hibernating
14341,45,128,2166.98,Promising Customer
14342,21,21,668.5600000000001,Promising Customer
14344,127,71,889.9300000000001,At Risk
14345,38,6,108.97999999999999,Hibernating
14346,120,60,1021.58,At Risk
14348,260,18,409.57,Needs Attention
14349,10,31,133.5,Potential Customer
14350,274,18,282.93,Needs Attention
14351,164,1,51.0,Hibernating
14352,157,47,1078.96,At Risk
14353,215,6,90.6,Hibernating
14354,5,9,163.62,Promising Customer
14355,365,11,174.4,Hibernating
14356,79,33,701.23,At Risk
14357,43,40,225.12,Needs Awareness
14359,19,55,912.18,Promising Customer
14360,31,117,2118.03,Promising Customer
14362,22,37,151.5,Needs Awareness
14364,108,69,3717.35,At Risk
14367,8,521,9227.82,Champions
14368,319,8,155.0,Hibernating
14371,295,4,100.5,Hibernating
14373,358,4,76.55,Hibernating
14375,185,66,235.56,About to Sleep
14377,191,11,617.05,Can't Lose Them
14379,44,46,348.1,Needs Awareness
14381,52,56,202.68,Needs Awareness
14382,26,126,615.49,Potential Customer
14383,38,59,1247.69,Promising Customer
14385,9,14,202.11,Needs Awareness
14386,296,7,142.4,Hibernating
14387,32,139,1727.6,Promising Customer
14388,10,186,3212.84,Champions
14389,65,45,1043.46,At Risk
14390,10,284,4642.57,Champions
14393,218,5,67.95,Hibernating
14395,2,348,3479.91,Champions
14396,65,73,487.99,Needs Awareness
14397,2,87,2612.96,Champions
14400,149,25,574.7,Needs Attention
14401,4,182,4051.48,Champions
14403,130,20,1475.81,Can't Lose Them
14404,33,100,1449.32,Promising Customer
14406,119,8,156.75,Hibernating
14407,107,73,2157.73,At Risk
14408,10,106,2599.03,Champions
14409,71,54,2059.4500000000003,Promising Customer
14410,92,189,1100.27,Needs Awareness
14411,310,14,1063.0,Can't Lose Them
14412,42,43,770.03,Promising Customer
14413,362,22,121.05,Hibernating
14414,91,97,1496.98,At Risk
14415,1,579,5855.57,Champions
14416,22,14,490.22,At Risk
14418,3,124,1937.25,Champions
14419,10,202,1051.79,Potential Customer
14420,99,29,387.52,Needs Attention
14421,57,27,813.11,At Risk
14422,0,222,4263.64,Champions
14423,218,3,265.2,Hibernating
14424,17,1,322.08,Can't Lose Them
14426,23,224,4481.67,Champions
14427,50,17,363.34000000000003,At Risk
14428,7,137,1224.06,Champions
14431,302,17,470.36,Needs Attention
14432,9,377,2248.5,Champions
14434,21,12,1372.8,Loyal Customer
14436,98,9,89.06,Hibernating
14437,365,5,63.0,Hibernating
14438,306,9,131.9,Hibernating
14439,319,32,2661.24,Can't Lose Them
14440,8,55,2357.6800000000003,Champions
14441,0,51,1712.89,Champions
14442,204,63,1589.82,At Risk
14443,53,93,1420.2,Promising Customer
14446,0,277,1010.35,Champions
14447,18,70,1163.23,Promising Customer
14448,9,20,375.35,Promising Customer
14449,18,250,885.8,Potential Customer
14450,180,40,483.25,Needs Attention
14451,60,105,643.9,Needs Awareness
14452,10,60,259.05,Potential Customer
14453,190,22,119.93,About to Sleep
14456,5,947,3017.28,Champions
14457,310,4,113.64,Hibernating
14459,155,37,1837.92,At Risk
14460,110,16,434.34,Needs Attention
14461,148,180,2103.06,At Risk
14462,66,233,1980.57,Promising Customer
14463,98,6,529.62,Can't Lose Them
14465,246,123,1038.44,At Risk
14466,29,72,2272.4,Promising Customer
14467,17,89,596.26,Potential Customer
14470,11,43,461.19,Potential Customer
14472,103,265,1852.67,Promising Customer
